run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
1,vanilla,combined,1,2.141,1783388417476823
2,vanilla,combined,1,2.218,1783388417479500
3,vanilla,combined,4,2.099,1783388417481979
4,vanilla,combined,4,2.312,1783388417484715
5,vanilla,combined,1,2.148,1783388417487238
6,vanilla,combined,4,4.585,1783388417492217
7,vanilla,combined,1,2.102,1783388417494698
8,vanilla,combined,1,2.157,1783388417497254
9,vanilla,combined,1,6.633,1783388417504289
10,vanilla,combined,1,2.084,1783388417506784
11,vanilla,combined,1,2.138,1783388417509327
12,vanilla,combined,1,2.513,1783388417512229
13,vanilla,combined,1,2.231,1783388417514838
14,vanilla,combined,1,2.403,1783388417517640
15,vanilla,combined,1,3.274,1783388417521303
16,vanilla,combined,1,2.489,1783388417524203
17,vanilla,combined,1,3.359,1783388417527970
18,vanilla,combined,1,2.489,1783388417530837
19,vanilla,combined,1,2.811,1783388417534034
20,vanilla,combined,4,3.016,1783388417537639
21,vanilla,combined,4,3.256,1783388417541303
22,vanilla,combined,4,2.414,1783388417544131
23,vanilla,combined,4,2.125,1783388417546661
24,vanilla,combined,1,3.532,1783388417550589
25,vanilla,combined,1,3.287,1783388417554329
26,vanilla,combined,4,2.106,1783388417556821
27,vanilla,combined,1,2.570,1783388417559781
28,vanilla,combined,1,3.346,1783388417563506
29,vanilla,combined,1,2.975,1783388417566872
30,vanilla,combined,1,2.374,1783388417569633
31,vanilla,combined,1,3.557,1783388417573644
32,vanilla,combined,1,2.519,1783388417576575
33,vanilla,combined,1,2.487,1783388417579531
34,vanilla,combined,1,3.504,1783388417583458
35,vanilla,combined,1,2.902,1783388417586751
36,vanilla,combined,1,2.621,1783388417589777
37,vanilla,combined,1,3.459,1783388417593626
38,vanilla,combined,1,2.412,1783388417596426
39,vanilla,combined,1,2.277,1783388417599089
40,vanilla,combined,1,3.343,1783388417602823
41,vanilla,combined,1,3.248,1783388417606455
42,vanilla,combined,1,2.393,1783388417609241
43,vanilla,combined,4,2.994,1783388417612656
44,vanilla,combined,1,3.109,1783388417616162
45,vanilla,combined,1,2.128,1783388417618753
46,vanilla,combined,4,3.390,1783388417622581
47,vanilla,combined,1,2.799,1783388417625785
48,vanilla,combined,1,3.314,1783388417629492
49,vanilla,combined,1,3.138,1783388417633018
50,vanilla,combined,1,2.440,1783388417635849
51,vanilla,combined,1,1.959,1783388417638279
52,vanilla,combined,1,3.491,1783388417642215
53,vanilla,combined,1,3.235,1783388417645858
54,vanilla,combined,1,2.590,1783388417648843
